region_id,date,temperature,humidity,wind_speed,rainfall,vegetation_type,drough_index,previous_fire,fire_occurrence
1,2023-01-01 00:00:00,29.77331214880928,84.71075861192254,4.665236196163018,0.847981459573026,Shrubland,0.706012076664678,0,0
1,2023-01-02 00:00:00,19.267480737555918,70.8350206099319,16.753346161283638,2.9250332433998434,Shrubland,0.6672923970149514,0,0
1,2023-01-03 00:00:00,32.89430514025496,75.8520712692289,10.829270749474306,3.8586798467141343,Shrubland,0.625556137058023,0,0
1,2023-01-04 00:00:00,26.960310953903196,80.89493034779703,13.943568799670988,0.7179453198231603,Shrubland,0.6617962710755418,0,1
1,2023-01-05 00:00:00,27.075078805426916,65.08513182547316,17.118528533120525,1.1625673141082422,Shrubland,0.6848799170499172,1,1
1,2023-01-06 00:00:00,29.997007836798918,73.81362693819364,16.105161934266174,1.9325285484230357,Shrubland,0.6343420038015787,1,0
1,2023-01-07 00:00:00,30.567589835251674,76.95575874518921,34.14975479479229,0.4639617061475499,Shrubland,0.6577878524657307,,0
1,2023-01-08 00:00:00,25.906542611298192,79.53872525553886,11.071973617254509,8.111550829396387,Shrubland,0.6078952233333068,0,0
1,,29.823570757425166,80.3124041033395,33.9661620502007,4.33868776133492,Shrubland,0.5699537721845208,0,0
1,2023-01-10 00:00:00,32.54817322731448,75.69321361075575,8.46641803520139,3.456595559636789,Shrubland,0.6245288373797392,0,0
1,2023-01-11 00:00:00,,79.65391601875737,34.16625958428651,1.386189975840428,Shrubland,0.6684027323480248,0,0
1,2023-01-12 00:00:00,26.2901520727472,75.91106697274238,14.677479737385395,11.726211268978354,Shrubland,0.4772016386979464,0,0
1,2023-01-13 00:00:00,26.095724608823808,81.28970266052195,15.731111003763974,8.56058190630579,Shrubland,0.5886282175265065,0,
1,2023-01-14 00:00:00,21.86443056672617,73.32720024679428,2.3801199211821493,6.789614588521746,Shrubland,0.5878713286562398,1,0
1,2023-01-15 00:00:00,28.717034876906833,69.28047215164239,43.57806532122206,2.047193260163663,Shrubland,0.6840601626616566,0,1
1,2023-01-16 00:00:00,36.42588469723672,86.46532000105604,19.920560400641744,0.7147844692243085,Shrubland,0.662731140513696,1,1
1,2023-01-17 00:00:00,23.066133230045473,77.27076520277153,23.150374494891448,1.479104426070644,Shrubland,0.6444368125023487,1,0
1,2023-01-18 00:00:00,31.179424632503785,82.80457861456313,28.74483045669909,13.400133362364189,Shrubland,0.5564960660007395,0,0
1,2023-01-19 00:00:00,22.55735511116643,73.10048555398492,31.580431452539493,18.3046922323103,Shrubland,0.4676418177610737,0,0
1,2023-01-20 00:00:00,27.177867152958157,,25.213760952652596,8.668020689693034,Shrubland,0.5988367368873051,0,0
1,2023-01-21 00:00:00,31.684637313447762,84.69679190102238,25.585732167432305,7.035563426029632,Shrubland,0.5948988162950367,0,1
1,2023-01-22 00:00:00,34.514611763007274,75.39637600754887,21.55290096993724,7.342945554341849,Shrubland,0.5628615307290888,1,0
1,2023-01-23 00:00:00,27.43427367696373,79.18193365083235,2.949414045865522,22.92179434205624,Shrubland,0.4162481188456249,0,1
1,2023-01-24 00:00:00,34.26944764726985,71.54919072118204,13.13805552408769,1.6448418231134767,Shrubland,0.6790349320669777,1,0
1,2023-01-25 00:00:00,31.413527588359536,76.2866869586483,33.28320975966463,12.170396599075472,Shrubland,0.5647239842488175,0,1
1,2023-01-26 00:00:00,30.7087943709587,83.32057539255163,38.48379585617625,6.567961357888053,Shrubland,0.640125527355156,1,1
1,2023-01-27 00:00:00,27.91515798107523,71.89741410152037,16.09523173140766,0.9206125643537083,Shrubland,0.66060791492668,1,1
1,2023-01-28 00:00:00,26.739999895665182,73.64203291198194,,16.39821710775024,Shrubland,0.4629054227960849,1,0
1,2023-01-29 00:00:00,27.251507595078845,77.74012798523334,3.393490897344502,7.302833650594134,Shrubland,0.6479006921865337,0,0
1,,38.35004058234895,70.82122724784332,8.873302352761833,5.656919432134182,Shrubland,0.598818250615325,0,0
1,2023-01-31 00:00:00,40.82995722410755,74.45888321905485,22.56813586891986,3.2636807574113167,Shrubland,0.6920249053023784,0,1
1,,28.68951262299487,93.35091539868952,-0.3770577078418391,6.823840150936009,Shrubland,0.5719680253429212,1,0
1,2023-02-02 00:00:00,28.05439976220976,75.20374089031198,15.16719440641033,10.061454636518194,Shrubland,0.5923805156562809,0,0
1,2023-02-03 00:00:00,37.83850048255072,75.15979478458571,24.78391873448889,,Shrubland,0.6092288178900125,0,1
1,2023-02-04 00:00:00,33.62851666439341,76.65323102528761,7.205196680796273,4.0430059076870215,Shrubland,0.6223382200501963,1,0
1,2023-02-05 00:00:00,31.056831206768564,77.51975287308451,32.49121936532028,3.5343441284131734,Shrubland,0.6545336920169939,0,0
1,2023-02-06 00:00:00,39.39388091745451,69.42394909721091,14.417010778038113,28.85885798850156,Shrubland,0.33089507070684127,0,1
1,2023-02-07 00:00:00,32.71594883710947,80.39334103729725,32.667869481206615,4.222748651284703,Shrubland,0.62843564123653,1,1
1,2023-02-08 00:00:00,29.14137130053939,80.63632504336454,27.274656797201345,6.595599920052698,Shrubland,0.5818055357284052,1,1
1,2023-02-09 00:00:00,29.332360696701606,75.50997515046097,20.289981634537497,6.53654252086557,Shrubland,0.5993686247233528,1,1
1,2023-02-10 00:00:00,27.70732090578489,80.1549052844791,1.932127052873935,13.707034926231936,Shrubland,0.5070285040658212,1,0
1,2023-02-11 00:00:00,31.30522295491305,79.53860355155065,0.33244057403332405,17.243715602494373,Shrubland,0.4242570118210087,0,1
1,2023-02-12 00:00:00,29.869318615356185,73.5149312605384,2.5187500456687246,1.4693631976959165,Shrubland,0.6724694040790989,1,1
1,2023-02-13 00:00:00,26.483394938685972,68.41748654524865,32.42493577601201,2.972306194887225,Shrubland,0.6499731985315739,1,0
1,2023-02-14 00:00:00,30.458383417755282,73.73355752113667,28.10487290485381,14.124755574293843,Shrubland,0.5670074479143695,0,1
1,2023-02-15 00:00:00,21.110073325162634,77.06901351474546,13.153358906598111,7.473328245767077,Shrubland,0.6201453186092356,1,0
1,2023-02-16 00:00:00,40.531602945456704,67.82325036780317,26.542583335193537,2.150371282714018,Shrubland,0.627388480410965,0,0
1,2023-02-17 00:00:00,34.271274075016365,57.246334010484034,13.437509196379542,42.872920844885364,Shrubland,0.20497083784586212,0,0
1,2023-02-18 00:00:00,33.62608859292577,63.72039606251508,32.36597203714604,35.779797984493314,Shrubland,0.2547522894773149,0,1
1,2023-02-19 00:00:00,41.86675278977837,83.54900284383865,14.529064165543947,1.5030891985935775,Shrubland,0.6703238961789395,1,0
1,2023-02-20 00:00:00,45.62406082426026,76.16542245471815,34.0392181904606,6.501003161260953,Shrubland,0.6224731685961548,0,1
1,2023-02-21 00:00:00,19.69805109375072,84.52725434931135,13.35869250630449,29.7685586722767,Shrubland,0.3300756231069315,1,1
1,2023-02-22 00:00:00,24.107806234906402,67.87002216231703,18.13951928526508,50.1063382336272,Shrubland,0.12439101495263029,1,1
1,2023-02-23 00:00:00,26.764477028264896,68.143670320816,11.448072836167496,29.317041834414756,Shrubland,0.3775943955039993,1,0
1,2023-02-24 00:00:00,32.548986185917435,65.34216077353332,11.867253953959176,5.894919974038678,Shrubland,0.6597764041508148,0,0
1,2023-02-25 00:00:00,34.916053874828904,56.851171285180534,34.03101041767991,2.675272546910015,Shrubland,0.6392429473871378,0,1
1,2023-02-26 00:00:00,42.06210440961763,61.000745844351364,1.7057754710765316,3.8446592431459803,Shrubland,0.6515806005469623,1,1
1,2023-02-27 00:00:00,40.83506155988005,51.16392339418131,6.454176134546001,4.175544295694129,Shrubland,0.6302067135545061,,1
1,2023-02-28 00:00:00,40.11932382905108,68.45451061005907,36.312964093184874,9.250755276887727,Shrubland,0.575852556818944,1,1
